JOB N;Submit Time;Wait Time;Run Time;Number of Allocated Processors;Average CPU Time Used;Used Memory;Requested Number of Processors;Requested Time;Requested Memory;Status;User ID;Group ID;Executable (Application) Number;Queue Number; Partition Number;Preceding Job Number;Think Time from Preceding Job;Dia de Semana;Dia;Mês;Horas;Minutos;Segundos
1;0;-1;1451;128;-1;-1;-1;-1;-1;-1;1;1;-1;-1;-1;-1;-1;Sex;1;Out;0;0;3
2;1460;-1;3726;128;-1;-1;-1;-1;-1;-1;1;1;-1;-1;-1;-1;-1;Sex;1;Out;0;24;23
3;5198;-1;1067;128;-1;-1;-1;-1;-1;-1;1;1;-1;-1;-1;-1;-1;Sex;1;Out;1;26;41
4;6269;-1;10927;128;-1;-1;-1;-1;-1;-1;2;1;-1;-1;-1;-1;-1;Sex;1;Out;1;44;32
5;17201;-1;2927;128;-1;-1;-1;-1;-1;-1;1;1;-1;-1;-1;-1;-1;Sex;1;Out;4;46;44
57;25574;-1;10;1;-1;-1;-1;-1;-1;-1;4;1;2;-1;-1;-1;-1;Sex;1;Out;7;6;17
59;26613;-1;716;32;-1;-1;-1;-1;-1;-1;4;1;3;-1;-1;-1;-1;Sex;1;Out;7;23;36
60;27331;-1;7;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;Sex;1;Out;7;35;34
61;27968;-1;69;2;-1;-1;-1;-1;-1;-1;5;2;5;-1;-1;-1;-1;Sex;1;Out;7;46;11
62;27989;-1;9;1;-1;-1;-1;-1;-1;-1;6;1;6;-1;-1;-1;-1;Sex;1;Out;7;46;32
63;28043;-1;9;1;-1;-1;-1;-1;-1;-1;6;1;6;-1;-1;-1;-1;Sex;1;Out;7;47;26
65;28255;-1;884;1;-1;-1;-1;-1;-1;-1;6;1;6;-1;-1;-1;-1;Sex;1;Out;7;50;58
72;29539;-1;75;32;-1;-1;-1;-1;-1;-1;4;1;3;-1;-1;-1;-1;Sex;1;Out;8;12;22
74;29616;-1;15;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;Sex;1;Out;8;13;39
76;30304;-1;176;32;-1;-1;-1;-1;-1;-1;4;1;3;-1;-1;-1;-1;Sex;1;Out;8;25;7
77;30542;-1;160;32;-1;-1;-1;-1;-1;-1;4;1;3;-1;-1;-1;-1;Sex;1;Out;8;29;5
80;30931;-1;229;32;-1;-1;-1;-1;-1;-1;4;1;3;-1;-1;-1;-1;Sex;1;Out;8;35;34
85;31316;-1;54;4;-1;-1;-1;-1;-1;-1;7;1;7;-1;-1;-1;-1;Sex;1;Out;8;41;59
86;31345;-1;237;32;-1;-1;-1;-1;-1;-1;4;1;3;-1;-1;-1;-1;Sex;1;Out;8;42;28
87;31658;-1;49;4;-1;-1;-1;-1;-1;-1;7;1;7;-1;-1;-1;-1;Sex;1;Out;8;47;41
89;31823;-1;104;32;-1;-1;-1;-1;-1;-1;4;1;3;-1;-1;-1;-1;Sex;1;Out;8;50;26
90;31829;-1;57;4;-1;-1;-1;-1;-1;-1;7;1;7;-1;-1;-1;-1;Sex;1;Out;8;50;32
91;31888;-1;19;16;-1;-1;-1;-1;-1;-1;8;1;8;-1;-1;-1;-1;Sex;1;Out;8;51;31
92;31929;-1;7;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;Sex;1;Out;8;52;12
93;32058;-1;181;32;-1;-1;-1;-1;-1;-1;4;1;3;-1;-1;-1;-1;Sex;1;Out;8;54;21
95;32289;-1;143;32;-1;-1;-1;-1;-1;-1;4;1;3;-1;-1;-1;-1;Sex;1;Out;8;58;12
96;32435;-1;7;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;Sex;1;Out;9;0;38
97;32463;-1;59;4;-1;-1;-1;-1;-1;-1;7;1;7;-1;-1;-1;-1;Sex;1;Out;9;1;6
98;32513;-1;4034;16;-1;-1;-1;-1;-1;-1;8;1;8;-1;-1;-1;-1;Sex;1;Out;9;1;56
102;32702;-1;14;1;-1;-1;-1;-1;-1;-1;9;2;9;-1;-1;-1;-1;Sex;1;Out;9;5;5
104;32974;-1;51;4;-1;-1;-1;-1;-1;-1;7;1;7;-1;-1;-1;-1;Sex;1;Out;9;9;37
106;33114;-1;10;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;Sex;1;Out;9;11;57
107;33200;-1;52;4;-1;-1;-1;-1;-1;-1;7;1;7;-1;-1;-1;-1;Sex;1;Out;9;13;23
109;33656;-1;147;32;-1;-1;-1;-1;-1;-1;4;1;3;-1;-1;-1;-1;Sex;1;Out;9;20;59
110;33806;-1;19;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;Sex;1;Out;9;23;29
111;33820;-1;60;4;-1;-1;-1;-1;-1;-1;7;1;7;-1;-1;-1;-1;Sex;1;Out;9;23;43
115;34421;-1;21;4;-1;-1;-1;-1;-1;-1;5;2;5;-1;-1;-1;-1;Sex;1;Out;9;33;44
117;34471;-1;200;32;-1;-1;-1;-1;-1;-1;4;1;3;-1;-1;-1;-1;Sex;1;Out;9;34;34
119;34546;-1;35;4;-1;-1;-1;-1;-1;-1;5;2;5;-1;-1;-1;-1;Sex;1;Out;9;35;49
121;34673;-1;8;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;Sex;1;Out;9;37;56
122;34856;-1;732;32;-1;-1;-1;-1;-1;-1;4;1;3;-1;-1;-1;-1;Sex;1;Out;9;40;59
124;35269;-1;7;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;Sex;1;Out;9;47;52
126;35572;-1;63;4;-1;-1;-1;-1;-1;-1;7;1;7;-1;-1;-1;-1;Sex;1;Out;9;52;55
127;35593;-1;10;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;Sex;1;Out;9;53;16
128;35663;-1;727;32;-1;-1;-1;-1;-1;-1;4;1;3;-1;-1;-1;-1;Sex;1;Out;9;54;26
133;36027;-1;53;4;-1;-1;-1;-1;-1;-1;7;1;7;-1;-1;-1;-1;Sex;1;Out;10;0;30
135;36149;-1;120;32;-1;-1;-1;-1;-1;-1;10;1;10;-1;-1;-1;-1;Sex;1;Out;10;2;32
136;36204;-1;133;16;-1;-1;-1;-1;-1;-1;11;1;11;-1;-1;-1;-1;Sex;1;Out;10;3;27
137;36396;-1;8;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;Sex;1;Out;10;6;39
138;36451;-1;166;32;-1;-1;-1;-1;-1;-1;4;1;3;-1;-1;-1;-1;Sex;1;Out;10;7;34
140;36641;-1;785;32;-1;-1;-1;-1;-1;-1;4;1;3;-1;-1;-1;-1;Sex;1;Out;10;10;44
141;36709;-1;151;16;-1;-1;-1;-1;-1;-1;11;1;11;-1;-1;-1;-1;Sex;1;Out;10;11;52
142;36716;-1;290;4;-1;-1;-1;-1;-1;-1;7;1;7;-1;-1;-1;-1;Sex;1;Out;10;11;59
143;36718;-1;5057;16;-1;-1;-1;-1;-1;-1;8;1;8;-1;-1;-1;-1;Sex;1;Out;10;12;1
144;36965;-1;593;32;-1;-1;-1;-1;-1;-1;10;1;10;-1;-1;-1;-1;Sex;1;Out;10;16;8
146;37087;-1;123;16;-1;-1;-1;-1;-1;-1;11;1;11;-1;-1;-1;-1;Sex;1;Out;10;18;10
147;37304;-1;152;16;-1;-1;-1;-1;-1;-1;11;1;11;-1;-1;-1;-1;Sex;1;Out;10;21;47
150;37436;-1;29;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;Sex;1;Out;10;23;59
151;37439;-1;71;4;-1;-1;-1;-1;-1;-1;7;1;7;-1;-1;-1;-1;Sex;1;Out;10;24;2
154;37562;-1;136;32;-1;-1;-1;-1;-1;-1;10;1;10;-1;-1;-1;-1;Sex;1;Out;10;26;5
155;37701;-1;172;32;-1;-1;-1;-1;-1;-1;10;1;10;-1;-1;-1;-1;Sex;1;Out;10;28;24
156;37826;-1;69;4;-1;-1;-1;-1;-1;-1;7;1;7;-1;-1;-1;-1;Sex;1;Out;10;30;29
157;37877;-1;566;32;-1;-1;-1;-1;-1;-1;10;1;10;-1;-1;-1;-1;Sex;1;Out;10;31;20
159;37905;-1;807;32;-1;-1;-1;-1;-1;-1;4;1;3;-1;-1;-1;-1;Sex;1;Out;10;31;48
160;38147;-1;70;4;-1;-1;-1;-1;-1;-1;7;1;7;-1;-1;-1;-1;Sex;1;Out;10;35;50
162;38445;-1;4750;32;-1;-1;-1;-1;-1;-1;10;1;10;-1;-1;-1;-1;Sex;1;Out;10;40;48
163;38716;-1;7;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;Sex;1;Out;10;45;19
170;40045;-1;3;1;-1;-1;-1;-1;-1;-1;2;1;9;-1;-1;-1;-1;Sex;1;Out;11;7;28
172;40336;-1;748;32;-1;-1;-1;-1;-1;-1;4;1;3;-1;-1;-1;-1;Sex;1;Out;11;12;19
173;40393;-1;78;4;-1;-1;-1;-1;-1;-1;7;1;7;-1;-1;-1;-1;Sex;1;Out;11;13;16
175;40730;-1;68;4;-1;-1;-1;-1;-1;-1;7;1;7;-1;-1;-1;-1;Sex;1;Out;11;18;53
176;40770;-1;9;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;Sex;1;Out;11;19;33
178;41017;-1;64;4;-1;-1;-1;-1;-1;-1;7;1;7;-1;-1;-1;-1;Sex;1;Out;11;23;40
180;41088;-1;16;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;Sex;1;Out;11;24;51
183;41252;-1;206;32;-1;-1;-1;-1;-1;-1;4;1;3;-1;-1;-1;-1;Sex;1;Out;11;27;35
184;41391;-1;74;4;-1;-1;-1;-1;-1;-1;7;1;7;-1;-1;-1;-1;Sex;1;Out;11;29;54
186;41502;-1;260;32;-1;-1;-1;-1;-1;-1;4;1;-1;-1;-1;-1;-1;Sex;1;Out;11;31;45
187;41598;-1;138;4;-1;-1;-1;-1;-1;-1;5;2;5;-1;-1;-1;-1;Sex;1;Out;11;33;21
188;41759;-1;24;4;-1;-1;-1;-1;-1;-1;5;2;5;-1;-1;-1;-1;Sex;1;Out;11;36;2
189;41861;-1;37;8;-1;-1;-1;-1;-1;-1;5;2;5;-1;-1;-1;-1;Sex;1;Out;11;37;44
190;42024;-1;4;1;-1;-1;-1;-1;-1;-1;5;2;9;-1;-1;-1;-1;Sex;1;Out;11;40;27
191;42064;-1;4;1;-1;-1;-1;-1;-1;-1;5;2;12;-1;-1;-1;-1;Sex;1;Out;11;41;7
192;42072;-1;4;1;-1;-1;-1;-1;-1;-1;5;2;12;-1;-1;-1;-1;Sex;1;Out;11;41;15
194;42432;-1;14;32;-1;-1;-1;-1;-1;-1;5;2;11;-1;-1;-1;-1;Sex;1;Out;11;47;15
195;42451;-1;23;4;-1;-1;-1;-1;-1;-1;5;2;11;-1;-1;-1;-1;Sex;1;Out;11;47;34
197;42545;-1;19;4;-1;-1;-1;-1;-1;-1;5;2;13;-1;-1;-1;-1;Sex;1;Out;11;49;8
198;42602;-1;54;4;-1;-1;-1;-1;-1;-1;5;2;13;-1;-1;-1;-1;Sex;1;Out;11;50;5
199;42632;-1;500;32;-1;-1;-1;-1;-1;-1;4;1;-1;-1;-1;-1;-1;Sex;1;Out;11;50;35
200;42670;-1;355;8;-1;-1;-1;-1;-1;-1;5;2;13;-1;-1;-1;-1;Sex;1;Out;11;51;13
202;42912;-1;235;32;-1;-1;-1;-1;-1;-1;12;2;14;-1;-1;-1;-1;Sex;1;Out;11;55;15
205;43044;-1;4;16;-1;-1;-1;-1;-1;-1;11;1;11;-1;-1;-1;-1;Sex;1;Out;11;57;27
207;43072;-1;29;16;-1;-1;-1;-1;-1;-1;11;1;11;-1;-1;-1;-1;Sex;1;Out;11;57;55
209;43137;-1;159;16;-1;-1;-1;-1;-1;-1;11;1;11;-1;-1;-1;-1;Sex;1;Out;11;59;0
210;43180;-1;1342;32;-1;-1;-1;-1;-1;-1;4;1;-1;-1;-1;-1;-1;Sex;1;Out;11;59;43
211;43212;-1;594;8;-1;-1;-1;-1;-1;-1;5;2;13;-1;-1;-1;-1;Sex;1;Out;12;0;15
212;43326;-1;5;1;-1;-1;-1;-1;-1;-1;5;2;9;-1;-1;-1;-1;Sex;1;Out;12;2;9
213;43394;-1;1641;16;-1;-1;-1;-1;-1;-1;8;1;8;-1;-1;-1;-1;Sex;1;Out;12;3;17
214;43398;-1;134;16;-1;-1;-1;-1;-1;-1;11;1;11;-1;-1;-1;-1;Sex;1;Out;12;3;21
215;43507;-1;21;1;-1;-1;-1;-1;-1;-1;13;1;15;-1;-1;-1;-1;Sex;1;Out;12;5;10
217;43685;-1;134;16;-1;-1;-1;-1;-1;-1;11;1;11;-1;-1;-1;-1;Sex;1;Out;12;8;8
218;43701;-1;23;1;-1;-1;-1;-1;-1;-1;13;1;15;-1;-1;-1;-1;Sex;1;Out;12;8;24
219;43812;-1;80;8;-1;-1;-1;-1;-1;-1;5;2;13;-1;-1;-1;-1;Sex;1;Out;12;10;15
220;43912;-1;126;16;-1;-1;-1;-1;-1;-1;11;1;11;-1;-1;-1;-1;Sex;1;Out;12;11;55
221;43934;-1;5;1;-1;-1;-1;-1;-1;-1;5;2;12;-1;-1;-1;-1;Sex;1;Out;12;12;17
222;43941;-1;80;1;-1;-1;-1;-1;-1;-1;5;2;12;-1;-1;-1;-1;Sex;1;Out;12;12;24
223;44117;-1;135;16;-1;-1;-1;-1;-1;-1;11;1;11;-1;-1;-1;-1;Sex;1;Out;12;15;20
225;44316;-1;89;16;-1;-1;-1;-1;-1;-1;11;1;11;-1;-1;-1;-1;Sex;1;Out;12;18;39
226;44367;-1;8;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;Sex;1;Out;12;19;30
227;44445;-1;590;16;-1;-1;-1;-1;-1;-1;11;1;11;-1;-1;-1;-1;Sex;1;Out;12;20;48
230;44542;-1;493;32;-1;-1;-1;-1;-1;-1;4;1;-1;-1;-1;-1;-1;Sex;1;Out;12;22;25
232;44576;-1;459;32;-1;-1;-1;-1;-1;-1;10;1;10;-1;-1;-1;-1;Sex;1;Out;12;22;59
234;44804;-1;27;1;-1;-1;-1;-1;-1;-1;13;1;15;-1;-1;-1;-1;Sex;1;Out;12;26;47
236;46158;-1;16;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;Sex;1;Out;12;49;21
237;46167;-1;13;1;-1;-1;-1;-1;-1;-1;6;1;6;-1;-1;-1;-1;Sex;1;Out;12;49;30
238;46210;-1;485;32;-1;-1;-1;-1;-1;-1;4;1;-1;-1;-1;-1;-1;Sex;1;Out;12;50;13
239;46211;-1;935;1;-1;-1;-1;-1;-1;-1;6;1;6;-1;-1;-1;-1;Sex;1;Out;12;50;14
242;46461;-1;754;1;-1;-1;-1;-1;-1;-1;14;2;9;-1;-1;-1;-1;Sex;1;Out;12;54;24
244;46546;-1;488;32;-1;-1;-1;-1;-1;-1;10;1;10;-1;-1;-1;-1;Sex;1;Out;12;55;49
247;46726;-1;651;32;-1;-1;-1;-1;-1;-1;4;1;-1;-1;-1;-1;-1;Sex;1;Out;12;58;49
248;47039;-1;424;32;-1;-1;-1;-1;-1;-1;10;1;10;-1;-1;-1;-1;Sex;1;Out;13;4;2
250;47245;-1;923;1;-1;-1;-1;-1;-1;-1;14;2;16;-1;-1;-1;-1;Sex;1;Out;13;7;28
251;47395;-1;2860;32;-1;-1;-1;-1;-1;-1;4;1;-1;-1;-1;-1;-1;Sex;1;Out;13;9;58
252;47475;-1;180;32;-1;-1;-1;-1;-1;-1;10;1;10;-1;-1;-1;-1;Sex;1;Out;13;11;18
253;47691;-1;155;32;-1;-1;-1;-1;-1;-1;10;1;10;-1;-1;-1;-1;Sex;1;Out;13;14;54
255;47966;-1;4472;32;-1;-1;-1;-1;-1;-1;10;1;10;-1;-1;-1;-1;Sex;1;Out;13;19;29
261;48720;-1;8;1;-1;-1;-1;-1;-1;-1;2;1;9;-1;-1;-1;-1;Sex;1;Out;13;32;3
263;49003;-1;9;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;Sex;1;Out;13;36;46
264;49208;-1;12;1;-1;-1;-1;-1;-1;-1;12;2;17;-1;-1;-1;-1;Sex;1;Out;13;40;11
266;49623;-1;13;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;Sex;1;Out;13;47;6
272;50054;-1;106;4;-1;-1;-1;-1;-1;-1;7;1;7;-1;-1;-1;-1;Sex;1;Out;13;54;17
274;50369;-1;362;32;-1;-1;-1;-1;-1;-1;4;1;3;-1;-1;-1;-1;Sex;1;Out;13;59;32
275;50739;-1;1125;32;-1;-1;-1;-1;-1;-1;4;1;-1;-1;-1;-1;-1;Sex;1;Out;14;5;42
277;50905;-1;12;1;-1;-1;-1;-1;-1;-1;12;2;17;-1;-1;-1;-1;Sex;1;Out;14;8;28
280;51171;-1;522;32;-1;-1;-1;-1;-1;-1;7;1;10;-1;-1;-1;-1;Sex;1;Out;14;12;54
281;51189;-1;17;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;Sex;1;Out;14;13;12
283;51238;-1;454;4;-1;-1;-1;-1;-1;-1;7;1;18;-1;-1;-1;-1;Sex;1;Out;14;14;1
284;51268;-1;4;1;-1;-1;-1;-1;-1;-1;2;1;9;-1;-1;-1;-1;Sex;1;Out;14;14;31
286;51310;-1;44;4;-1;-1;-1;-1;-1;-1;15;1;19;-1;-1;-1;-1;Sex;1;Out;14;15;13
287;51332;-1;21;2;-1;-1;-1;-1;-1;-1;15;1;20;-1;-1;-1;-1;Sex;1;Out;14;15;35
289;51500;-1;3;1;-1;-1;-1;-1;-1;-1;2;1;9;-1;-1;-1;-1;Sex;1;Out;14;18;23
290;51751;-1;83;32;-1;-1;-1;-1;-1;-1;7;1;10;-1;-1;-1;-1;Sex;1;Out;14;22;34
291;51818;-1;6;4;-1;-1;-1;-1;-1;-1;7;1;18;-1;-1;-1;-1;Sex;1;Out;14;23;41
293;51853;-1;175;32;-1;-1;-1;-1;-1;-1;7;1;10;-1;-1;-1;-1;Sex;1;Out;14;24;16
294;51921;-1;108;4;-1;-1;-1;-1;-1;-1;7;1;18;-1;-1;-1;-1;Sex;1;Out;14;25;24
295;51932;-1;222;32;-1;-1;-1;-1;-1;-1;4;1;-1;-1;-1;-1;-1;Sex;1;Out;14;25;35
296;52128;-1;11;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;Sex;1;Out;14;28;51
297;52174;-1;372;32;-1;-1;-1;-1;-1;-1;4;1;-1;-1;-1;-1;-1;Sex;1;Out;14;29;37
299;52615;-1;922;32;-1;-1;-1;-1;-1;-1;4;1;-1;-1;-1;-1;-1;Sex;1;Out;14;36;58
304;52889;-1;6;64;-1;-1;-1;-1;-1;-1;12;2;14;-1;-1;-1;-1;Sex;1;Out;14;41;32
305;52912;-1;12;1;-1;-1;-1;-1;-1;-1;12;2;1;-1;-1;-1;-1;Sex;1;Out;14;41;55
307;52949;-1;3;64;-1;-1;-1;-1;-1;-1;12;2;14;-1;-1;-1;-1;Sex;1;Out;14;42;32
308;52985;-1;219;32;-1;-1;-1;-1;-1;-1;12;2;14;-1;-1;-1;-1;Sex;1;Out;14;43;8
309;53019;-1;38;64;-1;-1;-1;-1;-1;-1;12;2;1;-1;-1;-1;-1;Sex;1;Out;14;43;42
310;53073;-1;39;64;-1;-1;-1;-1;-1;-1;12;2;1;-1;-1;-1;-1;Sex;1;Out;14;44;36
311;53127;-1;142;1;-1;-1;-1;-1;-1;-1;12;2;1;-1;-1;-1;-1;Sex;1;Out;14;45;30
312;53129;-1;103;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;Sex;1;Out;14;45;32
313;53246;-1;60;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;Sex;1;Out;14;47;29
314;53326;-1;11;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;Sex;1;Out;14;48;49
315;53328;-1;24;1;-1;-1;-1;-1;-1;-1;12;2;1;-1;-1;-1;-1;Sex;1;Out;14;48;51
316;53374;-1;3;64;-1;-1;-1;-1;-1;-1;12;2;1;-1;-1;-1;-1;Sex;1;Out;14;49;37
318;53472;-1;71;32;-1;-1;-1;-1;-1;-1;12;2;11;-1;-1;-1;-1;Sex;1;Out;14;51;15
319;53590;-1;3;64;-1;-1;-1;-1;-1;-1;14;2;11;-1;-1;-1;-1;Sex;1;Out;14;53;13
320;54127;-1;11;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;Sex;1;Out;15;2;10
321;54151;-1;2689;32;-1;-1;-1;-1;-1;-1;4;1;-1;-1;-1;-1;-1;Sex;1;Out;15;2;34
327;54595;-1;12;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;Sex;1;Out;15;9;58
328;54673;-1;161;64;-1;-1;-1;-1;-1;-1;12;2;14;-1;-1;-1;-1;Sex;1;Out;15;11;16
331;54885;-1;220;32;-1;-1;-1;-1;-1;-1;12;2;14;-1;-1;-1;-1;Sex;1;Out;15;14;48
332;54889;-1;253;64;-1;-1;-1;-1;-1;-1;16;2;21;-1;-1;-1;-1;Sex;1;Out;15;14;52
333;55252;-1;1268;32;-1;-1;-1;-1;-1;-1;7;1;10;-1;-1;-1;-1;Sex;1;Out;15;20;55
334;55313;-1;1207;4;-1;-1;-1;-1;-1;-1;7;1;18;-1;-1;-1;-1;Sex;1;Out;15;21;56
336;55612;-1;9;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;Sex;1;Out;15;26;55
338;56204;-1;9;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;Sex;1;Out;15;36;47
339;56706;-1;287;32;-1;-1;-1;-1;-1;-1;7;1;10;-1;-1;-1;-1;Sex;1;Out;15;45;9
340;56769;-1;224;4;-1;-1;-1;-1;-1;-1;7;1;18;-1;-1;-1;-1;Sex;1;Out;15;46;12
341;57078;-1;294;32;-1;-1;-1;-1;-1;-1;7;1;10;-1;-1;-1;-1;Sex;1;Out;15;51;21
342;57140;-1;232;4;-1;-1;-1;-1;-1;-1;7;1;18;-1;-1;-1;-1;Sex;1;Out;15;52;23
343;57412;-1;115;32;-1;-1;-1;-1;-1;-1;4;1;-1;-1;-1;-1;-1;Sex;1;Out;15;56;55
344;57863;-1;183;32;-1;-1;-1;-1;-1;-1;4;1;-1;-1;-1;-1;-1;Sex;1;Out;16;4;26
345;58126;-1;2683;32;-1;-1;-1;-1;-1;-1;4;1;-1;-1;-1;-1;-1;Sex;1;Out;16;8;49
346;58762;-1;101;4;-1;-1;-1;-1;-1;-1;7;1;7;-1;-1;-1;-1;Sex;1;Out;16;19;25
347;59334;-1;12;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;Sex;1;Out;16;28;57
348;59618;-1;12;1;-1;-1;-1;-1;-1;-1;4;1;2;-1;-1;-1;-1;Sex;1;Out;16;33;41
349;60189;-1;10;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;Sex;1;Out;16;43;12
350;60520;-1;7;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;Sex;1;Out;16;48;43
351;61042;-1;247;64;-1;-1;-1;-1;-1;-1;16;2;21;-1;-1;-1;-1;Sex;1;Out;16;57;25
352;61049;-1;286;32;-1;-1;-1;-1;-1;-1;4;1;-1;-1;-1;-1;-1;Sex;1;Out;16;57;32
353;61418;-1;243;64;-1;-1;-1;-1;-1;-1;16;2;21;-1;-1;-1;-1;Sex;1;Out;17;3;41
354;61496;-1;895;32;-1;-1;-1;-1;-1;-1;4;1;-1;-1;-1;-1;-1;Sex;1;Out;17;4;59
355;61686;-1;221;64;-1;-1;-1;-1;-1;-1;16;2;21;-1;-1;-1;-1;Sex;1;Out;17;8;9
356;62660;-1;2674;32;-1;-1;-1;-1;-1;-1;4;1;-1;-1;-1;-1;-1;Sex;1;Out;17;24;23
357;65100;-1;11;1;-1;-1;-1;-1;-1;-1;9;2;9;-1;-1;-1;-1;Sex;1;Out;18;5;3
373;72005;-1;9078;32;-1;-1;-1;-1;-1;-1;4;1;-1;-1;-1;-1;-1;Sex;1;Out;20;0;8
379;81088;-1;10925;128;-1;-1;-1;-1;-1;-1;17;1;-1;-1;-1;-1;-1;Sex;1;Out;22;31;31
380;92020;-1;6959;16;-1;-1;-1;-1;-1;-1;8;1;-1;-1;-1;-1;-1;Sab;2;Out;1;33;43
417;102247;-1;4;1;-1;-1;-1;-1;-1;-1;14;2;1;-1;-1;-1;-1;Sab;2;Out;4;24;10
501;119099;-1;9;1;-1;-1;-1;-1;-1;-1;9;2;9;-1;-1;-1;-1;Sab;2;Out;9;5;2
507;119642;-1;8;1;-1;-1;-1;-1;-1;-1;4;1;2;-1;-1;-1;-1;Sab;2;Out;9;14;5
524;124269;-1;8;1;-1;-1;-1;-1;-1;-1;2;1;9;-1;-1;-1;-1;Sab;2;Out;10;31;12
532;125455;-1;19761;16;-1;-1;-1;-1;-1;-1;8;1;8;-1;-1;-1;-1;Sab;2;Out;10;50;58
618;145195;-1;15;1;-1;-1;-1;-1;-1;-1;12;2;17;-1;-1;-1;-1;Sab;2;Out;16;19;58
619;145220;-1;16;128;-1;-1;-1;-1;-1;-1;12;2;-1;-1;-1;-1;-1;Sab;2;Out;16;20;23
621;145531;-1;107;128;-1;-1;-1;-1;-1;-1;12;2;14;-1;-1;-1;-1;Sab;2;Out;16;25;34
630;154804;-1;96;128;-1;-1;-1;-1;-1;-1;12;2;14;-1;-1;-1;-1;Sab;2;Out;19;0;7
633;155847;-1;393;128;-1;-1;-1;-1;-1;-1;1;1;22;-1;-1;-1;-1;Sab;2;Out;19;17;30
634;156282;-1;127;32;-1;-1;-1;-1;-1;-1;1;1;22;-1;-1;-1;-1;Sab;2;Out;19;24;45
641;157108;-1;176;64;-1;-1;-1;-1;-1;-1;1;1;22;-1;-1;-1;-1;Sab;2;Out;19;38;31
642;157454;-1;164;128;-1;-1;-1;-1;-1;-1;1;1;22;-1;-1;-1;-1;Sab;2;Out;19;44;17
643;157733;-1;112;32;-1;-1;-1;-1;-1;-1;1;1;22;-1;-1;-1;-1;Sab;2;Out;19;48;56
644;157899;-1;130;64;-1;-1;-1;-1;-1;-1;1;1;22;-1;-1;-1;-1;Sab;2;Out;19;51;42
650;158270;-1;103;32;-1;-1;-1;-1;-1;-1;1;1;22;-1;-1;-1;-1;Sab;2;Out;19;57;53
651;158407;-1;801;16;-1;-1;-1;-1;-1;-1;8;1;-1;-1;-1;-1;-1;Sab;2;Out;20;0;10
652;158539;-1;136;64;-1;-1;-1;-1;-1;-1;1;1;22;-1;-1;-1;-1;Sab;2;Out;20;2;22
654;158976;-1;118;64;-1;-1;-1;-1;-1;-1;1;1;22;-1;-1;-1;-1;Sab;2;Out;20;9;39
656;159123;-1;90;64;-1;-1;-1;-1;-1;-1;1;1;22;-1;-1;-1;-1;Sab;2;Out;20;12;6
657;159217;-1;9627;128;-1;-1;-1;-1;-1;-1;2;1;-1;-1;-1;-1;-1;Sab;2;Out;20;13;40
658;168848;-1;0;128;-1;-1;-1;-1;-1;-1;1;1;-1;-1;-1;-1;-1;Sab;2;Out;22;54;11
659;179781;-1;0;64;-1;-1;-1;-1;-1;-1;1;1;-1;-1;-1;-1;-1;Dom;3;Out;1;56;24
669;183531;-1;0;128;-1;-1;-1;-1;-1;-1;18;1;-1;-1;-1;-1;-1;Dom;3;Out;2;58;54
