JOB N;Submit Time;Wait Time;Run Time;Number of Allocated Processors;Average CPU Time Used;Used Memory;Requested Number of Processors;Requested Time;Requested Memory;Status;User ID;Group ID;Executable (Application) Number;Queue Number; Partition Number;Preceding Job Number;Think Time from Preceding Job;Dia de Semana;Dia;Mês;Horas;Minutos;Segundos
12064;2311012;-1;3724;32;-1;-1;-1;-1;-1;-1;17;1;-1;-1;-1;-1;-1;Qua;27;Out;17;56;55
12066;2311467;-1;2509;32;-1;-1;-1;-1;-1;-1;1;1;302;-1;-1;-1;-1;Qua;27;Out;18;4;30
12067;2311499;-1;15;1;-1;-1;-1;-1;-1;-1;9;2;9;-1;-1;-1;-1;Qua;27;Out;18;5;2
12068;2311611;-1;147;1;-1;-1;-1;-1;-1;-1;13;1;274;-1;-1;-1;-1;Qua;27;Out;18;6;54
12070;2311990;-1;93;1;-1;-1;-1;-1;-1;-1;13;1;274;-1;-1;-1;-1;Qua;27;Out;18;13;13
12074;2312244;-1;18;1;-1;-1;-1;-1;-1;-1;13;1;274;-1;-1;-1;-1;Qua;27;Out;18;17;27
12076;2312292;-1;376;1;-1;-1;-1;-1;-1;-1;13;1;274;-1;-1;-1;-1;Qua;27;Out;18;18;15
12077;2312331;-1;932;8;-1;-1;-1;-1;-1;-1;22;1;303;-1;-1;-1;-1;Qua;27;Out;18;18;54
12080;2313279;-1;703;16;-1;-1;-1;-1;-1;-1;22;1;303;-1;-1;-1;-1;Qua;27;Out;18;34;42
12081;2313361;-1;1675;32;-1;-1;-1;-1;-1;-1;17;1;-1;-1;-1;-1;-1;Qua;27;Out;18;36;4
12086;2313994;-1;608;32;-1;-1;-1;-1;-1;-1;22;1;303;-1;-1;-1;-1;Qua;27;Out;18;46;37
12087;2314042;-1;27;1;-1;-1;-1;-1;-1;-1;7;1;9;-1;-1;-1;-1;Qua;27;Out;18;47;25
12089;2314112;-1;160;4;-1;-1;-1;-1;-1;-1;7;1;37;-1;-1;-1;-1;Qua;27;Out;18;48;35
12091;2314209;-1;112;4;-1;-1;-1;-1;-1;-1;5;2;11;-1;-1;-1;-1;Qua;27;Out;18;50;12
12092;2314329;-1;336;4;-1;-1;-1;-1;-1;-1;7;1;37;-1;-1;-1;-1;Qua;27;Out;18;52;12
12093;2314710;-1;121;4;-1;-1;-1;-1;-1;-1;7;1;37;-1;-1;-1;-1;Qua;27;Out;18;58;33
12095;2314803;-1;236;32;-1;-1;-1;-1;-1;-1;17;1;-1;-1;-1;-1;-1;Qua;27;Out;19;0;6
12096;2314857;-1;182;4;-1;-1;-1;-1;-1;-1;7;1;37;-1;-1;-1;-1;Qua;27;Out;19;1;0
12097;2316030;-1;146;4;-1;-1;-1;-1;-1;-1;5;2;11;-1;-1;-1;-1;Qua;27;Out;19;20;33
12098;2316063;-1;66;8;-1;-1;-1;-1;-1;-1;5;2;304;-1;-1;-1;-1;Qua;27;Out;19;21;6
12099;2316132;-1;1026;8;-1;-1;-1;-1;-1;-1;5;2;304;-1;-1;-1;-1;Qua;27;Out;19;22;15
12100;2316156;-1;35;64;-1;-1;-1;-1;-1;-1;5;2;241;-1;-1;-1;-1;Qua;27;Out;19;22;39
12101;2316210;-1;36;64;-1;-1;-1;-1;-1;-1;5;2;241;-1;-1;-1;-1;Qua;27;Out;19;23;33
12102;2316413;-1;157;32;-1;-1;-1;-1;-1;-1;5;2;11;-1;-1;-1;-1;Qua;27;Out;19;26;56
12103;2316595;-1;297;64;-1;-1;-1;-1;-1;-1;5;2;11;-1;-1;-1;-1;Qua;27;Out;19;29;58
12104;2316787;-1;25;1;-1;-1;-1;-1;-1;-1;5;2;12;-1;-1;-1;-1;Qua;27;Out;19;33;10
12105;2316906;-1;36;64;-1;-1;-1;-1;-1;-1;5;2;241;-1;-1;-1;-1;Qua;27;Out;19;35;9
12106;2316946;-1;34;64;-1;-1;-1;-1;-1;-1;5;2;241;-1;-1;-1;-1;Qua;27;Out;19;35;49
12107;2316966;-1;101;4;-1;-1;-1;-1;-1;-1;5;2;11;-1;-1;-1;-1;Qua;27;Out;19;36;9
12108;2317196;-1;25;1;-1;-1;-1;-1;-1;-1;5;2;12;-1;-1;-1;-1;Qua;27;Out;19;39;59
12109;2317403;-1;116;4;-1;-1;-1;-1;-1;-1;5;2;11;-1;-1;-1;-1;Qua;27;Out;19;43;26
12110;2318425;-1;2514;32;-1;-1;-1;-1;-1;-1;1;1;-1;-1;-1;-1;-1;Qua;27;Out;20;0;28
12111;2318427;-1;10924;16;-1;-1;-1;-1;-1;-1;28;1;-1;-1;-1;-1;-1;Qua;27;Out;20;0;30
12121;2320941;-1;2511;32;-1;-1;-1;-1;-1;-1;1;1;-1;-1;-1;-1;-1;Qua;27;Out;20;42;24
12161;2329356;-1;10728;128;-1;-1;-1;-1;-1;-1;4;1;-1;-1;-1;-1;-1;Qua;27;Out;23;2;39
12162;2340103;-1;3727;128;-1;-1;-1;-1;-1;-1;17;1;-1;-1;-1;-1;-1;Qui;28;Out;2;1;46
12163;2343870;-1;3728;128;-1;-1;-1;-1;-1;-1;17;1;-1;-1;-1;-1;-1;Qui;28;Out;3;4;33
12164;2347610;-1;3725;128;-1;-1;-1;-1;-1;-1;17;1;-1;-1;-1;-1;-1;Qui;28;Out;4;6;53
12246;2361800;-1;100;8;-1;-1;-1;-1;-1;-1;11;1;11;-1;-1;-1;-1;Qui;28;Out;8;3;23
12247;2362013;-1;63;8;-1;-1;-1;-1;-1;-1;11;1;11;-1;-1;-1;-1;Qui;28;Out;8;6;56
12248;2362221;-1;4734;8;-1;-1;-1;-1;-1;-1;11;1;11;-1;-1;-1;-1;Qui;28;Out;8;10;24
12250;2362575;-1;348;32;-1;-1;-1;-1;-1;-1;22;1;301;-1;-1;-1;-1;Qui;28;Out;8;16;18
12252;2363406;-1;3372;2;-1;-1;-1;-1;-1;-1;15;1;300;-1;-1;-1;-1;Qui;28;Out;8;30;9
12254;2363478;-1;508;4;-1;-1;-1;-1;-1;-1;22;1;301;-1;-1;-1;-1;Qui;28;Out;8;31;21
12256;2363793;-1;166;64;-1;-1;-1;-1;-1;-1;12;2;14;-1;-1;-1;-1;Qui;28;Out;8;36;36
12260;2363978;-1;224;32;-1;-1;-1;-1;-1;-1;12;2;14;-1;-1;-1;-1;Qui;28;Out;8;39;41
12269;2365499;-1;12;1;-1;-1;-1;-1;-1;-1;9;2;9;-1;-1;-1;-1;Qui;28;Out;9;5;2
12272;2366427;-1;99;1;-1;-1;-1;-1;-1;-1;13;1;274;-1;-1;-1;-1;Qui;28;Out;9;20;30
12273;2366615;-1;56;1;-1;-1;-1;-1;-1;-1;13;1;274;-1;-1;-1;-1;Qui;28;Out;9;23;38
12274;2366619;-1;28;4;-1;-1;-1;-1;-1;-1;7;1;37;-1;-1;-1;-1;Qui;28;Out;9;23;42
12278;2366852;-1;96;2;-1;-1;-1;-1;-1;-1;15;1;300;-1;-1;-1;-1;Qui;28;Out;9;27;35
12281;2367038;-1;38;1;-1;-1;-1;-1;-1;-1;13;1;15;-1;-1;-1;-1;Qui;28;Out;9;30;41
12282;2367077;-1;6677;2;-1;-1;-1;-1;-1;-1;15;1;300;-1;-1;-1;-1;Qui;28;Out;9;31;20
12284;2367398;-1;162;4;-1;-1;-1;-1;-1;-1;7;1;37;-1;-1;-1;-1;Qui;28;Out;9;36;41
12285;2367453;-1;25;1;-1;-1;-1;-1;-1;-1;13;1;15;-1;-1;-1;-1;Qui;28;Out;9;37;36
12286;2367735;-1;23;4;-1;-1;-1;-1;-1;-1;7;1;37;-1;-1;-1;-1;Qui;28;Out;9;42;18
12287;2367849;-1;74;1;-1;-1;-1;-1;-1;-1;13;1;274;-1;-1;-1;-1;Qui;28;Out;9;44;12
12289;2368177;-1;483;1;-1;-1;-1;-1;-1;-1;13;1;274;-1;-1;-1;-1;Qui;28;Out;9;49;40
12291;2368227;-1;40;1;-1;-1;-1;-1;-1;-1;22;1;305;-1;-1;-1;-1;Qui;28;Out;9;50;30
12295;2368455;-1;37;1;-1;-1;-1;-1;-1;-1;22;1;305;-1;-1;-1;-1;Qui;28;Out;9;54;18
12297;2368556;-1;58;4;-1;-1;-1;-1;-1;-1;22;1;305;-1;-1;-1;-1;Qui;28;Out;9;55;59
12298;2368719;-1;24;4;-1;-1;-1;-1;-1;-1;7;1;37;-1;-1;-1;-1;Qui;28;Out;9;58;42
12301;2369475;-1;266;1;-1;-1;-1;-1;-1;-1;6;1;6;-1;-1;-1;-1;Qui;28;Out;10;11;18
12302;2369489;-1;76;4;-1;-1;-1;-1;-1;-1;22;1;305;-1;-1;-1;-1;Qui;28;Out;10;11;32
12303;2369609;-1;62;1;-1;-1;-1;-1;-1;-1;22;1;305;-1;-1;-1;-1;Qui;28;Out;10;13;32
12304;2369681;-1;21;2;-1;-1;-1;-1;-1;-1;22;1;305;-1;-1;-1;-1;Qui;28;Out;10;14;44
12305;2369836;-1;22;8;-1;-1;-1;-1;-1;-1;22;1;305;-1;-1;-1;-1;Qui;28;Out;10;17;19
12307;2369861;-1;21;16;-1;-1;-1;-1;-1;-1;22;1;305;-1;-1;-1;-1;Qui;28;Out;10;17;44
12308;2369888;-1;10569;32;-1;-1;-1;-1;-1;-1;22;1;305;-1;-1;-1;-1;Qui;28;Out;10;18;11
12313;2370202;-1;2501;32;-1;-1;-1;-1;-1;-1;1;1;302;-1;-1;-1;-1;Qui;28;Out;10;23;25
12319;2371004;-1;67;1;-1;-1;-1;-1;-1;-1;13;1;274;-1;-1;-1;-1;Qui;28;Out;10;36;47
12321;2371142;-1;267;1;-1;-1;-1;-1;-1;-1;6;1;6;-1;-1;-1;-1;Qui;28;Out;10;39;5
12322;2371300;-1;28;1;-1;-1;-1;-1;-1;-1;22;1;151;-1;-1;-1;-1;Qui;28;Out;10;41;43
12323;2371382;-1;1686;1;-1;-1;-1;-1;-1;-1;22;1;151;-1;-1;-1;-1;Qui;28;Out;10;43;5
12324;2371405;-1;502;1;-1;-1;-1;-1;-1;-1;13;1;274;-1;-1;-1;-1;Qui;28;Out;10;43;28
12325;2371431;-1;145;4;-1;-1;-1;-1;-1;-1;47;2;306;-1;-1;-1;-1;Qui;28;Out;10;43;54
12334;2372188;-1;63;1;-1;-1;-1;-1;-1;-1;13;1;274;-1;-1;-1;-1;Qui;28;Out;10;56;31
12337;2372384;-1;49;1;-1;-1;-1;-1;-1;-1;13;1;274;-1;-1;-1;-1;Qui;28;Out;10;59;47
12338;2372453;-1;3791;4;-1;-1;-1;-1;-1;-1;14;2;11;-1;-1;-1;-1;Qui;28;Out;11;0;56
12339;2372571;-1;431;1;-1;-1;-1;-1;-1;-1;6;1;6;-1;-1;-1;-1;Qui;28;Out;11;2;54
12341;2372712;-1;2506;32;-1;-1;-1;-1;-1;-1;1;1;302;-1;-1;-1;-1;Qui;28;Out;11;5;15
12344;2372814;-1;29;1;-1;-1;-1;-1;-1;-1;22;1;307;-1;-1;-1;-1;Qui;28;Out;11;6;57
12346;2372900;-1;29;1;-1;-1;-1;-1;-1;-1;22;1;307;-1;-1;-1;-1;Qui;28;Out;11;8;23
12348;2372975;-1;228;2;-1;-1;-1;-1;-1;-1;22;1;307;-1;-1;-1;-1;Qui;28;Out;11;9;38
12351;2373349;-1;196;4;-1;-1;-1;-1;-1;-1;22;1;307;-1;-1;-1;-1;Qui;28;Out;11;15;52
12355;2373557;-1;28;1;-1;-1;-1;-1;-1;-1;15;1;12;-1;-1;-1;-1;Qui;28;Out;11;19;20
12356;2373567;-1;45;4;-1;-1;-1;-1;-1;-1;7;1;37;-1;-1;-1;-1;Qui;28;Out;11;19;30
12357;2373589;-1;58;1;-1;-1;-1;-1;-1;-1;13;1;274;-1;-1;-1;-1;Qui;28;Out;11;19;52
12358;2373624;-1;21;1;-1;-1;-1;-1;-1;-1;15;1;12;-1;-1;-1;-1;Qui;28;Out;11;20;27
12359;2373710;-1;165;8;-1;-1;-1;-1;-1;-1;22;1;307;-1;-1;-1;-1;Qui;28;Out;11;21;53
12360;2373758;-1;208;4;-1;-1;-1;-1;-1;-1;15;1;19;-1;-1;-1;-1;Qui;28;Out;11;22;41
12361;2373781;-1;187;2;-1;-1;-1;-1;-1;-1;15;1;20;-1;-1;-1;-1;Qui;28;Out;11;23;4
12367;2374185;-1;190;16;-1;-1;-1;-1;-1;-1;22;1;307;-1;-1;-1;-1;Qui;28;Out;11;29;48
12369;2374433;-1;242;32;-1;-1;-1;-1;-1;-1;22;1;307;-1;-1;-1;-1;Qui;28;Out;11;33;56
12374;2374879;-1;26;4;-1;-1;-1;-1;-1;-1;7;1;37;-1;-1;-1;-1;Qui;28;Out;11;41;22
12384;2375705;-1;420;16;-1;-1;-1;-1;-1;-1;35;1;165;-1;-1;-1;-1;Qui;28;Out;11;55;8
12386;2375911;-1;2498;32;-1;-1;-1;-1;-1;-1;1;1;302;-1;-1;-1;-1;Qui;28;Out;11;58;34
12389;2376134;-1;841;16;-1;-1;-1;-1;-1;-1;35;1;146;-1;-1;-1;-1;Qui;28;Out;12;2;17
12398;2376986;-1;218;32;-1;-1;-1;-1;-1;-1;35;1;165;-1;-1;-1;-1;Qui;28;Out;12;16;29
12403;2377292;-1;290;32;-1;-1;-1;-1;-1;-1;35;1;165;-1;-1;-1;-1;Qui;28;Out;12;21;35
12408;2377809;-1;330;16;-1;-1;-1;-1;-1;-1;35;1;165;-1;-1;-1;-1;Qui;28;Out;12;30;12
12414;2378412;-1;2504;32;-1;-1;-1;-1;-1;-1;1;1;302;-1;-1;-1;-1;Qui;28;Out;12;40;15
12417;2378837;-1;30;1;-1;-1;-1;-1;-1;-1;39;2;9;-1;-1;-1;-1;Qui;28;Out;12;47;20
12422;2379010;-1;24;1;-1;-1;-1;-1;-1;-1;39;2;56;-1;-1;-1;-1;Qui;28;Out;12;50;13
12424;2379088;-1;18;1;-1;-1;-1;-1;-1;-1;39;2;9;-1;-1;-1;-1;Qui;28;Out;12;51;31
12425;2379188;-1;2572;16;-1;-1;-1;-1;-1;-1;39;2;181;-1;-1;-1;-1;Qui;28;Out;12;53;11
12427;2379425;-1;29;8;-1;-1;-1;-1;-1;-1;22;1;308;-1;-1;-1;-1;Qui;28;Out;12;57;8
12428;2379459;-1;29;8;-1;-1;-1;-1;-1;-1;22;1;308;-1;-1;-1;-1;Qui;28;Out;12;57;42
12429;2379539;-1;29;8;-1;-1;-1;-1;-1;-1;22;1;308;-1;-1;-1;-1;Qui;28;Out;12;59;2
12430;2379577;-1;29;8;-1;-1;-1;-1;-1;-1;22;1;308;-1;-1;-1;-1;Qui;28;Out;12;59;40
12431;2379665;-1;29;8;-1;-1;-1;-1;-1;-1;22;1;308;-1;-1;-1;-1;Qui;28;Out;13;1;8
12433;2379743;-1;29;8;-1;-1;-1;-1;-1;-1;22;1;309;-1;-1;-1;-1;Qui;28;Out;13;2;26
12436;2379850;-1;678;8;-1;-1;-1;-1;-1;-1;22;1;309;-1;-1;-1;-1;Qui;28;Out;13;4;13
12438;2379999;-1;9;1;-1;-1;-1;-1;-1;-1;7;1;9;-1;-1;-1;-1;Qui;28;Out;13;6;42
12439;2380123;-1;22;4;-1;-1;-1;-1;-1;-1;7;1;37;-1;-1;-1;-1;Qui;28;Out;13;8;46
12444;2380597;-1;21;1;-1;-1;-1;-1;-1;-1;22;1;310;-1;-1;-1;-1;Qui;28;Out;13;16;40
12445;2380631;-1;21;1;-1;-1;-1;-1;-1;-1;22;1;310;-1;-1;-1;-1;Qui;28;Out;13;17;14
12446;2380673;-1;22;1;-1;-1;-1;-1;-1;-1;22;1;310;-1;-1;-1;-1;Qui;28;Out;13;17;56
12447;2380701;-1;21;1;-1;-1;-1;-1;-1;-1;22;1;310;-1;-1;-1;-1;Qui;28;Out;13;18;24
12449;2380813;-1;61;1;-1;-1;-1;-1;-1;-1;22;1;311;-1;-1;-1;-1;Qui;28;Out;13;20;16
12450;2380824;-1;11;16;-1;-1;-1;-1;-1;-1;15;1;-1;-1;-1;-1;-1;Qui;28;Out;13;20;27
12453;2380966;-1;205;2;-1;-1;-1;-1;-1;-1;22;1;311;-1;-1;-1;-1;Qui;28;Out;13;22;49
12456;2381120;-1;4;16;-1;-1;-1;-1;-1;-1;15;1;-1;-1;-1;-1;-1;Qui;28;Out;13;25;23
12457;2381249;-1;205;4;-1;-1;-1;-1;-1;-1;22;1;311;-1;-1;-1;-1;Qui;28;Out;13;27;32
12458;2381349;-1;7;16;-1;-1;-1;-1;-1;-1;15;1;-1;-1;-1;-1;-1;Qui;28;Out;13;29;12
12459;2381410;-1;2279;8;-1;-1;-1;-1;-1;-1;22;1;309;-1;-1;-1;-1;Qui;28;Out;13;30;13
12460;2381424;-1;8;16;-1;-1;-1;-1;-1;-1;15;1;-1;-1;-1;-1;-1;Qui;28;Out;13;30;27
12462;2381503;-1;37;4;-1;-1;-1;-1;-1;-1;7;1;37;-1;-1;-1;-1;Qui;28;Out;13;31;46
12463;2381510;-1;23;1;-1;-1;-1;-1;-1;-1;39;2;9;-1;-1;-1;-1;Qui;28;Out;13;31;53
12465;2381523;-1;212;8;-1;-1;-1;-1;-1;-1;22;1;311;-1;-1;-1;-1;Qui;28;Out;13;32;6
12466;2381529;-1;14;1;-1;-1;-1;-1;-1;-1;15;1;300;-1;-1;-1;-1;Qui;28;Out;13;32;12
12468;2381602;-1;9;16;-1;-1;-1;-1;-1;-1;15;1;-1;-1;-1;-1;-1;Qui;28;Out;13;33;25
12469;2381627;-1;25;1;-1;-1;-1;-1;-1;-1;39;2;9;-1;-1;-1;-1;Qui;28;Out;13;33;50
12471;2381694;-1;81;16;-1;-1;-1;-1;-1;-1;15;1;-1;-1;-1;-1;-1;Qui;28;Out;13;34;57
12473;2381801;-1;255;16;-1;-1;-1;-1;-1;-1;22;1;311;-1;-1;-1;-1;Qui;28;Out;13;36;44
12474;2381806;-1;177;64;-1;-1;-1;-1;-1;-1;12;2;14;-1;-1;-1;-1;Qui;28;Out;13;36;49
12475;2381847;-1;517;16;-1;-1;-1;-1;-1;-1;39;2;181;-1;-1;-1;-1;Qui;28;Out;13;37;30
12476;2382024;-1;27;4;-1;-1;-1;-1;-1;-1;7;1;37;-1;-1;-1;-1;Qui;28;Out;13;40;27
12478;2382126;-1;359;32;-1;-1;-1;-1;-1;-1;22;1;311;-1;-1;-1;-1;Qui;28;Out;13;42;9
12479;2382176;-1;2514;32;-1;-1;-1;-1;-1;-1;1;1;302;-1;-1;-1;-1;Qui;28;Out;13;42;59
12480;2382276;-1;18;4;-1;-1;-1;-1;-1;-1;7;1;37;-1;-1;-1;-1;Qui;28;Out;13;44;39
12484;2382617;-1;16;4;-1;-1;-1;-1;-1;-1;7;1;37;-1;-1;-1;-1;Qui;28;Out;13;50;20
12490;2383219;-1;13;4;-1;-1;-1;-1;-1;-1;7;1;37;-1;-1;-1;-1;Qui;28;Out;14;0;22
12492;2383381;-1;180;2;-1;-1;-1;-1;-1;-1;15;1;300;-1;-1;-1;-1;Qui;28;Out;14;3;4
12493;2383416;-1;16;4;-1;-1;-1;-1;-1;-1;7;1;37;-1;-1;-1;-1;Qui;28;Out;14;3;39
12505;2384533;-1;59;1;-1;-1;-1;-1;-1;-1;22;1;305;-1;-1;-1;-1;Qui;28;Out;14;22;16
12506;2384600;-1;92;2;-1;-1;-1;-1;-1;-1;22;1;305;-1;-1;-1;-1;Qui;28;Out;14;23;23
12507;2384694;-1;2504;32;-1;-1;-1;-1;-1;-1;1;1;302;-1;-1;-1;-1;Qui;28;Out;14;24;57
12508;2384709;-1;79;4;-1;-1;-1;-1;-1;-1;22;1;305;-1;-1;-1;-1;Qui;28;Out;14;25;12
12509;2384797;-1;81;8;-1;-1;-1;-1;-1;-1;22;1;305;-1;-1;-1;-1;Qui;28;Out;14;26;40
12511;2384897;-1;83;16;-1;-1;-1;-1;-1;-1;22;1;305;-1;-1;-1;-1;Qui;28;Out;14;28;20
12514;2384989;-1;2102;8;-1;-1;-1;-1;-1;-1;22;1;312;-1;-1;-1;-1;Qui;28;Out;14;29;52
12515;2384992;-1;254;64;-1;-1;-1;-1;-1;-1;16;2;21;-1;-1;-1;-1;Qui;28;Out;14;29;55
12518;2385263;-1;394;1;-1;-1;-1;-1;-1;-1;22;1;313;-1;-1;-1;-1;Qui;28;Out;14;34;26
12520;2385487;-1;136;8;-1;-1;-1;-1;-1;-1;48;2;314;-1;-1;-1;-1;Qui;28;Out;14;38;10
12525;2385713;-1;183;8;-1;-1;-1;-1;-1;-1;48;2;314;-1;-1;-1;-1;Qui;28;Out;14;41;56
12526;2385720;-1;165;32;-1;-1;-1;-1;-1;-1;22;1;305;-1;-1;-1;-1;Qui;28;Out;14;42;3
12528;2386088;-1;80;8;-1;-1;-1;-1;-1;-1;48;2;314;-1;-1;-1;-1;Qui;28;Out;14;48;11
12530;2386132;-1;62;1;-1;-1;-1;-1;-1;-1;13;1;274;-1;-1;-1;-1;Qui;28;Out;14;48;55
12533;2386286;-1;83;8;-1;-1;-1;-1;-1;-1;48;2;314;-1;-1;-1;-1;Qui;28;Out;14;51;29
12535;2386541;-1;80;8;-1;-1;-1;-1;-1;-1;48;2;314;-1;-1;-1;-1;Qui;28;Out;14;55;44
12538;2386721;-1;398;1;-1;-1;-1;-1;-1;-1;22;1;150;-1;-1;-1;-1;Qui;28;Out;14;58;44
12540;2386783;-1;207;64;-1;-1;-1;-1;-1;-1;48;2;314;-1;-1;-1;-1;Qui;28;Out;14;59;46
12546;2387364;-1;230;2;-1;-1;-1;-1;-1;-1;22;1;150;-1;-1;-1;-1;Qui;28;Out;15;9;27
12549;2387596;-1;24;1;-1;-1;-1;-1;-1;-1;13;1;15;-1;-1;-1;-1;Qui;28;Out;15;13;19
12551;2387867;-1;825;32;-1;-1;-1;-1;-1;-1;1;1;315;-1;-1;-1;-1;Qui;28;Out;15;17;50
12555;2388015;-1;44;1;-1;-1;-1;-1;-1;-1;13;1;274;-1;-1;-1;-1;Qui;28;Out;15;20;18
12556;2388076;-1;168;4;-1;-1;-1;-1;-1;-1;22;1;150;-1;-1;-1;-1;Qui;28;Out;15;21;19
12558;2388251;-1;25;1;-1;-1;-1;-1;-1;-1;13;1;15;-1;-1;-1;-1;Qui;28;Out;15;24;14
12559;2388290;-1;140;8;-1;-1;-1;-1;-1;-1;22;1;150;-1;-1;-1;-1;Qui;28;Out;15;24;53
12560;2388377;-1;335;1;-1;-1;-1;-1;-1;-1;13;1;274;-1;-1;-1;-1;Qui;28;Out;15;26;20
12564;2388583;-1;147;16;-1;-1;-1;-1;-1;-1;22;1;150;-1;-1;-1;-1;Qui;28;Out;15;29;46
12566;2388731;-1;486;1;-1;-1;-1;-1;-1;-1;13;1;274;-1;-1;-1;-1;Qui;28;Out;15;32;14
12570;2389173;-1;21;32;-1;-1;-1;-1;-1;-1;22;1;150;-1;-1;-1;-1;Qui;28;Out;15;39;36
12572;2389236;-1;164;32;-1;-1;-1;-1;-1;-1;22;1;150;-1;-1;-1;-1;Qui;28;Out;15;40;39
12573;2389308;-1;2880;32;-1;-1;-1;-1;-1;-1;1;1;-1;-1;-1;-1;-1;Qui;28;Out;15;41;51
12575;2389472;-1;2498;32;-1;-1;-1;-1;-1;-1;1;1;302;-1;-1;-1;-1;Qui;28;Out;15;44;35
12581;2389942;-1;47;4;-1;-1;-1;-1;-1;-1;7;1;37;-1;-1;-1;-1;Qui;28;Out;15;52;25
12582;2390004;-1;11280;8;-1;-1;-1;-1;-1;-1;22;1;154;-1;-1;-1;-1;Qui;28;Out;15;53;27
12588;2390796;-1;4390;16;-1;-1;-1;-1;-1;-1;39;2;181;-1;-1;-1;-1;Qui;28;Out;16;6;39
12589;2390903;-1;4;1;-1;-1;-1;-1;-1;-1;12;2;145;-1;-1;-1;-1;Qui;28;Out;16;8;26
12590;2390914;-1;13;1;-1;-1;-1;-1;-1;-1;12;2;145;-1;-1;-1;-1;Qui;28;Out;16;8;37
12591;2390955;-1;17;1;-1;-1;-1;-1;-1;-1;39;2;9;-1;-1;-1;-1;Qui;28;Out;16;9;18
12592;2391177;-1;29;1;-1;-1;-1;-1;-1;-1;39;2;9;-1;-1;-1;-1;Qui;28;Out;16;13;0
12593;2391320;-1;24;4;-1;-1;-1;-1;-1;-1;7;1;37;-1;-1;-1;-1;Qui;28;Out;16;15;23
12594;2391716;-1;28;4;-1;-1;-1;-1;-1;-1;7;1;37;-1;-1;-1;-1;Qui;28;Out;16;21;59
12595;2391930;-1;19;4;-1;-1;-1;-1;-1;-1;7;1;37;-1;-1;-1;-1;Qui;28;Out;16;25;33
12596;2391932;-1;21;1;-1;-1;-1;-1;-1;-1;39;2;9;-1;-1;-1;-1;Qui;28;Out;16;25;35
12597;2391973;-1;2506;32;-1;-1;-1;-1;-1;-1;1;1;302;-1;-1;-1;-1;Qui;28;Out;16;26;16
12598;2392515;-1;6;1;-1;-1;-1;-1;-1;-1;12;2;1;-1;-1;-1;-1;Qui;28;Out;16;35;18
12599;2392579;-1;21;4;-1;-1;-1;-1;-1;-1;7;1;37;-1;-1;-1;-1;Qui;28;Out;16;36;22
12600;2392602;-1;178;64;-1;-1;-1;-1;-1;-1;14;2;26;-1;-1;-1;-1;Qui;28;Out;16;36;45
12601;2392859;-1;18;1;-1;-1;-1;-1;-1;-1;39;2;9;-1;-1;-1;-1;Qui;28;Out;16;41;2
12602;2392970;-1;36;1;-1;-1;-1;-1;-1;-1;13;1;15;-1;-1;-1;-1;Qui;28;Out;16;42;53
12603;2394260;-1;19;1;-1;-1;-1;-1;-1;-1;12;2;1;-1;-1;-1;-1;Qui;28;Out;17;4;23
12604;2394349;-1;6;1;-1;-1;-1;-1;-1;-1;13;1;15;-1;-1;-1;-1;Qui;28;Out;17;5;52
12605;2394388;-1;29;1;-1;-1;-1;-1;-1;-1;13;1;274;-1;-1;-1;-1;Qui;28;Out;17;6;31
12606;2394437;-1;25;1;-1;-1;-1;-1;-1;-1;13;1;15;-1;-1;-1;-1;Qui;28;Out;17;7;20
12607;2394474;-1;61;1;-1;-1;-1;-1;-1;-1;13;1;274;-1;-1;-1;-1;Qui;28;Out;17;7;57
12608;2394701;-1;218;1;-1;-1;-1;-1;-1;-1;13;1;274;-1;-1;-1;-1;Qui;28;Out;17;11;44
12609;2394750;-1;27;1;-1;-1;-1;-1;-1;-1;13;1;15;-1;-1;-1;-1;Qui;28;Out;17;12;33
12610;2394932;-1;378;1;-1;-1;-1;-1;-1;-1;13;1;274;-1;-1;-1;-1;Qui;28;Out;17;15;35
12611;2395601;-1;24;16;-1;-1;-1;-1;-1;-1;39;2;181;-1;-1;-1;-1;Qui;28;Out;17;26;44
12612;2395651;-1;17;1;-1;-1;-1;-1;-1;-1;12;2;1;-1;-1;-1;-1;Qui;28;Out;17;27;34
12613;2395726;-1;106;16;-1;-1;-1;-1;-1;-1;39;2;181;-1;-1;-1;-1;Qui;28;Out;17;28;49
12614;2395792;-1;16;4;-1;-1;-1;-1;-1;-1;12;2;11;-1;-1;-1;-1;Qui;28;Out;17;29;55
12615;2395902;-1;521;16;-1;-1;-1;-1;-1;-1;39;2;181;-1;-1;-1;-1;Qui;28;Out;17;31;45
12616;2396311;-1;13;2;-1;-1;-1;-1;-1;-1;12;2;11;-1;-1;-1;-1;Qui;28;Out;17;38;34
12617;2396332;-1;22;1;-1;-1;-1;-1;-1;-1;12;2;1;-1;-1;-1;-1;Qui;28;Out;17;38;55
12618;2396450;-1;112;2;-1;-1;-1;-1;-1;-1;12;2;90;-1;-1;-1;-1;Qui;28;Out;17;40;53
12619;2396458;-1;104;2;-1;-1;-1;-1;-1;-1;12;2;49;-1;-1;-1;-1;Qui;28;Out;17;41;1
12620;2396645;-1;121;2;-1;-1;-1;-1;-1;-1;12;2;90;-1;-1;-1;-1;Qui;28;Out;17;44;8
