JOB N;Submit Time;Wait Time;Run Time;Number of Allocated Processors;Average CPU Time Used;Used Memory;Requested Number of Processors;Requested Time;Requested Memory;Status;User ID;Group ID;Executable (Application) Number;Queue Number; Partition Number;Preceding Job Number;Think Time from Preceding Job;Dia de Semana;Dia;Mês;Ano;Horas;Minutos;Segundos
257;601735;11;11143;30;11127;-1;-1;-1;-1;1;1;-1;-1;12;2;-1;-1;Ter;3;Jan;1996;9;2;52
258;607269;0;6;3;6.00;-1;-1;-1;-1;1;4;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;10;35;6
259;607297;0;5;3;4.80;-1;-1;-1;-1;1;4;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;10;35;34
260;607810;0;18;2;18.00;-1;-1;-1;-1;1;4;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;10;44;7
261;608192;0;98;16;97.42;-1;-1;-1;-1;1;9;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;10;50;29
262;608382;0;9;16;8.10;-1;-1;-1;-1;1;9;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;11;53;39
263;609375;0;538;1;536.40;-1;-1;-1;-1;1;1;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;11;10;12
264;609914;0;3670;16;3670;-1;-1;-1;-1;1;1;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;11;19;11
265;611530;19348;43330;64;42802;-1;-1;-1;-1;1;4;-1;-1;23;2;-1;-1;Qua;4;Jan;1996;11;46;7
266;612885;11;8801;30;8787;-1;-1;-1;-1;1;1;-1;-1;12;2;-1;-1;Qua;4;Jan;1996;12;8;42
267;613403;0;73;16;72.90;-1;-1;-1;-1;1;9;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;12;17;20
268;613585;0;585;1;583.20;-1;-1;-1;-1;1;1;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;12;20;22
269;614562;0;197;16;196.65;-1;-1;-1;-1;1;9;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;12;36;39
270;616225;0;1534;16;1533;-1;-1;-1;-1;1;9;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;13;4;22
271;616349;0;480;1;478.80;-1;-1;-1;-1;1;1;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;13;6;26
272;616830;0;3817;16;3816;-1;-1;-1;-1;1;1;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;13;14;27
273;617862;0;69;16;69.53;-1;-1;-1;-1;1;9;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;13;31;39
274;618385;0;331;16;330.98;-1;-1;-1;-1;1;9;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;13;40;22
275;619235;0;276;16;276.30;-1;-1;-1;-1;1;9;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;14;54;32
276;620648;0;574;1;572.40;-1;-1;-1;-1;1;1;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;14;18;5
277;620973;0;334;16;333.22;-1;-1;-1;-1;1;9;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;14;23;30
278;621357;0;81;16;81.45;-1;-1;-1;-1;1;9;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;14;29;54
279;621695;9;11134;30;11120;-1;-1;-1;-1;1;1;-1;-1;12;2;-1;-1;Qua;4;Jan;1996;14;35;32
280;621967;0;295;16;294.75;-1;-1;-1;-1;1;9;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;14;40;4
281;622329;0;67;16;67.05;-1;-1;-1;-1;1;9;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;14;46;6
282;622448;0;288;16;287.77;-1;-1;-1;-1;1;9;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;14;48;5
283;623032;412419;43330;64;43124;-1;-1;-1;-1;1;4;-1;-1;23;2;-1;-1;Qua;4;Jan;1996;15;57;49
284;623129;455658;43332;64;43239;-1;-1;-1;-1;1;4;-1;-1;23;2;-1;-1;Qua;4;Jan;1996;15;59;26
285;623129;500702;43334;64;43282;-1;-1;-1;-1;1;4;-1;-1;23;2;-1;-1;Qua;4;Jan;1996;15;59;26
286;623462;500371;43330;64;43030;-1;-1;-1;-1;1;4;-1;-1;23;2;-1;-1;Qua;4;Jan;1996;15;4;59
287;623529;0;249;16;254.25;-1;-1;-1;-1;1;9;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;15;6;6
288;623736;0;575;1;576.00;-1;-1;-1;-1;1;1;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;15;9;33
289;623814;543619;37569;64;36885;-1;-1;-1;-1;1;4;-1;-1;23;2;-1;-1;Qua;4;Jan;1996;15;10;51
290;623814;615834;43329;64;43221;-1;-1;-1;-1;1;4;-1;-1;23;2;-1;-1;Qua;4;Jan;1996;15;10;51
291;623946;0;108;16;107.55;-1;-1;-1;-1;1;9;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;15;13;3
292;624116;0;353;16;353.25;-1;-1;-1;-1;1;9;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;15;15;53
293;624312;0;3839;16;3839;-1;-1;-1;-1;1;1;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;15;19;9
294;624833;0;856;16;856.35;-1;-1;-1;-1;1;9;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;15;27;50
295;625805;0;102;16;102.15;-1;-1;-1;-1;1;9;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;15;44;2
296;626001;7;11598;32;11445;-1;-1;-1;-1;1;9;-1;-1;11;2;-1;-1;Qua;4;Jan;1996;15;47;18
297;628155;0;521;1;522.00;-1;-1;-1;-1;1;1;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;16;23;12
298;630234;9;32000;16;31980;-1;-1;-1;-1;1;3;-1;-1;20;2;-1;-1;Qua;4;Jan;1996;17;57;51
299;630564;0;2074;16;2074;-1;-1;-1;-1;1;9;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;17;3;21
300;631788;281;164;32;150.08;-1;-1;-1;-1;1;9;-1;-1;7;2;-1;-1;Qua;4;Jan;1996;17;23;45
301;632073;8;9705;16;9691;-1;-1;-1;-1;1;7;-1;-1;11;2;-1;-1;Qua;4;Jan;1996;17;28;30
302;632834;11;8615;30;8596;-1;-1;-1;-1;1;1;-1;-1;12;2;-1;-1;Qua;4;Jan;1996;17;41;11
303;633602;15;40811;16;40785;-1;-1;-1;-1;1;3;-1;-1;20;2;-1;-1;Qua;4;Jan;1996;18;53;59
304;635463;1425;516;32;500.51;-1;-1;-1;-1;1;9;-1;-1;7;2;-1;-1;Qua;4;Jan;1996;18;25;0
305;637733;0;418;1;417.60;-1;-1;-1;-1;1;1;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;19;2;50
306;638152;0;3744;16;3744;-1;-1;-1;-1;1;1;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;19;9;49
307;641451;8;147;32;130.61;-1;-1;-1;-1;1;9;-1;-1;7;2;-1;-1;Qua;4;Jan;1996;20;4;48
308;641455;16;11112;30;11099;-1;-1;-1;-1;1;1;-1;-1;12;2;-1;-1;Qua;4;Jan;1996;20;4;52
309;641898;0;531;1;529.20;-1;-1;-1;-1;1;1;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;20;12;15
310;643776;0;468;1;468.00;-1;-1;-1;-1;1;1;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;20;43;33
311;644244;0;3733;16;3732;-1;-1;-1;-1;1;1;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;20;51;21
312;647979;0;574;1;572.40;-1;-1;-1;-1;1;1;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;22;53;36
313;651977;86393;22979;1;-1;-1;-1;-1;-1;1;6;-1;-1;30;2;-1;-1;Qua;4;Jan;1996;23;0;14
314;652580;10;9098;30;9083;-1;-1;-1;-1;1;1;-1;-1;12;2;-1;-1;Qua;4;Jan;1996;23;10;17
315;657386;0;428;1;428.40;-1;-1;-1;-1;1;1;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;0;30;23
316;657815;0;4020;16;4019;-1;-1;-1;-1;1;1;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;0;37;32
317;661686;258;11088;30;11074;-1;-1;-1;-1;1;1;-1;-1;12;2;-1;-1;Qua;4;Jan;1996;1;42;3
318;661837;0;587;1;586.80;-1;-1;-1;-1;1;1;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;1;44;34
319;662239;72424;30991;16;30946;-1;-1;-1;-1;1;3;-1;-1;20;2;-1;-1;Qua;4;Jan;1996;1;51;16
320;662246;-1;47602;16;46721;-1;-1;-1;-1;0;3;-1;-1;20;2;-1;-1;Qua;4;Jan;1996;1;51;23
337;668585;7;55;32;37.69;-1;-1;-1;-1;1;9;-1;-1;7;2;-1;-1;Qua;4;Jan;1996;3;37;2
338;668970;8;18;32;2.36;-1;-1;-1;-1;1;9;-1;-1;7;2;-1;-1;Qua;4;Jan;1996;3;43;27
339;669314;6;18;32;2.36;-1;-1;-1;-1;1;9;-1;-1;7;2;-1;-1;Qua;4;Jan;1996;3;49;11
340;669583;6;18;32;2.36;-1;-1;-1;-1;1;9;-1;-1;7;2;-1;-1;Qua;4;Jan;1996;4;53;40
341;669764;6;17;32;2.36;-1;-1;-1;-1;1;9;-1;-1;7;2;-1;-1;Qua;4;Jan;1996;4;56;41
342;669898;9;22;32;2.36;-1;-1;-1;-1;1;9;-1;-1;7;2;-1;-1;Qua;4;Jan;1996;4;58;55
343;670197;6;24;32;2.25;-1;-1;-1;-1;1;9;-1;-1;7;2;-1;-1;Qua;4;Jan;1996;4;3;54
344;670401;8;18;32;2.47;-1;-1;-1;-1;1;9;-1;-1;7;2;-1;-1;Qua;4;Jan;1996;4;7;18
345;670660;7;17;32;2.36;-1;-1;-1;-1;1;9;-1;-1;7;2;-1;-1;Qua;4;Jan;1996;4;11;37
346;670900;7;20;32;2.25;-1;-1;-1;-1;1;9;-1;-1;7;2;-1;-1;Qua;4;Jan;1996;4;15;37
347;671057;0;437;1;435.60;-1;-1;-1;-1;1;1;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;4;18;14
348;671308;6;17;32;2.47;-1;-1;-1;-1;1;9;-1;-1;7;2;-1;-1;Qua;4;Jan;1996;4;22;25
349;671396;9;19;32;2.59;-1;-1;-1;-1;1;9;-1;-1;7;2;-1;-1;Qua;4;Jan;1996;4;23;53
350;671495;0;4402;16;4401;-1;-1;-1;-1;1;1;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;4;25;32
351;671504;5;57;32;37.01;-1;-1;-1;-1;1;9;-1;-1;7;2;-1;-1;Qua;4;Jan;1996;4;25;41
352;671926;8;142;8;131.40;-1;-1;-1;-1;1;9;-1;-1;3;2;-1;-1;Qua;4;Jan;1996;4;32;43
353;672033;5;112;16;98.10;-1;-1;-1;-1;1;9;-1;-1;5;2;-1;-1;Qua;4;Jan;1996;4;34;30
354;672549;6;101;32;90.79;-1;-1;-1;-1;1;9;-1;-1;7;2;-1;-1;Qua;4;Jan;1996;4;43;6
355;673028;8;8787;30;8770;-1;-1;-1;-1;1;1;-1;-1;12;2;-1;-1;Qua;4;Jan;1996;4;51;5
356;673444;7;187;8;170.55;-1;-1;-1;-1;1;9;-1;-1;3;2;-1;-1;Qua;4;Jan;1996;5;58;1
357;673456;9;183;16;162.90;-1;-1;-1;-1;1;9;-1;-1;5;2;-1;-1;Qua;4;Jan;1996;5;58;13
358;673466;10;207;32;192.94;-1;-1;-1;-1;1;9;-1;-1;7;2;-1;-1;Qua;4;Jan;1996;5;58;23
359;674215;-1;35633;64;34742;-1;-1;-1;-1;0;4;-1;-1;23;2;-1;-1;Qua;4;Jan;1996;5;10;52
360;674423;60249;30542;16;30506;-1;-1;-1;-1;1;3;-1;-1;20;2;-1;-1;Qua;4;Jan;1996;5;14;20
361;674433;-1;35415;16;34532;-1;-1;-1;-1;0;3;-1;-1;20;2;-1;-1;Qua;4;Jan;1996;5;14;30
362;675900;0;593;1;594.00;-1;-1;-1;-1;1;1;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;5;38;57
363;676376;7;44;32;30.83;-1;-1;-1;-1;1;9;-1;-1;7;2;-1;-1;Qua;4;Jan;1996;5;46;53
364;676900;6;78;8;63.45;-1;-1;-1;-1;1;9;-1;-1;3;2;-1;-1;Qua;4;Jan;1996;6;55;37
365;676920;9;65;16;50.40;-1;-1;-1;-1;1;9;-1;-1;5;2;-1;-1;Qua;4;Jan;1996;6;55;57
366;676933;9;63;32;46.24;-1;-1;-1;-1;1;9;-1;-1;7;2;-1;-1;Qua;4;Jan;1996;6;56;10
367;677189;6;137;8;120.60;-1;-1;-1;-1;1;9;-1;-1;3;2;-1;-1;Qua;4;Jan;1996;6;0;26
368;677296;6;88;16;73.35;-1;-1;-1;-1;1;9;-1;-1;5;2;-1;-1;Qua;4;Jan;1996;6;2;13
369;677436;6;63;32;49.84;-1;-1;-1;-1;1;9;-1;-1;7;2;-1;-1;Qua;4;Jan;1996;6;4;33
370;677972;6;44;32;28.12;-1;-1;-1;-1;1;9;-1;-1;7;2;-1;-1;Qua;4;Jan;1996;6;13;29
371;677982;8;47;16;32.85;-1;-1;-1;-1;1;9;-1;-1;5;2;-1;-1;Qua;4;Jan;1996;6;13;39
372;677995;9;55;8;42.30;-1;-1;-1;-1;1;9;-1;-1;3;2;-1;-1;Qua;4;Jan;1996;6;13;52
373;678728;5;119;8;107.55;-1;-1;-1;-1;1;9;-1;-1;3;2;-1;-1;Qua;4;Jan;1996;6;26;5
374;679112;5;131;16;115.20;-1;-1;-1;-1;1;9;-1;-1;5;2;-1;-1;Qua;4;Jan;1996;6;32;29
375;679411;5;132;32;120.26;-1;-1;-1;-1;1;9;-1;-1;7;2;-1;-1;Qua;4;Jan;1996;6;37;28
376;680166;8;3726;8;3471;-1;-1;-1;-1;1;9;-1;-1;3;2;-1;-1;Qua;4;Jan;1996;6;50;3
377;680253;7;3729;16;3703;-1;-1;-1;-1;1;9;-1;-1;5;2;-1;-1;Qua;4;Jan;1996;6;51;30
378;680346;6;3726;32;3626;-1;-1;-1;-1;1;9;-1;-1;7;2;-1;-1;Qua;4;Jan;1996;7;53;3
379;680681;6;58;32;45.00;-1;-1;-1;-1;1;9;-1;-1;7;2;-1;-1;Qua;4;Jan;1996;7;58;38
380;681522;53147;24749;64;24674;-1;-1;-1;-1;1;4;-1;-1;22;2;-1;-1;Qua;4;Jan;1996;7;12;39
381;681527;-1;28321;64;27432;-1;-1;-1;-1;0;4;-1;-1;22;2;-1;-1;Qua;4;Jan;1996;7;12;44
382;681607;53061;43367;64;43281;-1;-1;-1;-1;1;4;-1;-1;22;2;-1;-1;Qua;4;Jan;1996;7;14;4
383;681631;-1;28217;64;27295;-1;-1;-1;-1;0;4;-1;-1;22;2;-1;-1;Qua;4;Jan;1996;7;14;28
384;681817;10;9008;30;8986;-1;-1;-1;-1;1;1;-1;-1;12;2;-1;-1;Qua;4;Jan;1996;7;17;34
385;685152;0;477;1;475.20;-1;-1;-1;-1;1;1;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;8;13;9
386;685630;0;4964;16;4964;-1;-1;-1;-1;1;1;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;8;21;7
387;687498;0;50;4;49.50;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;8;52;15
388;687509;0;21;1;21.60;-1;-1;-1;-1;1;11;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;8;52;26
389;687563;0;68;16;68.62;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;9;53;20
390;687666;0;20;16;20.70;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;9;55;3
391;687749;0;13;16;13.05;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;9;56;26
392;687765;0;17;1;18.00;-1;-1;-1;-1;1;11;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;9;56;42
393;687892;0;14;16;13.27;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;9;58;49
394;687930;0;12;16;11.70;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;9;59;27
395;687948;0;13;16;13.05;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;9;59;45
396;687975;0;13;16;12.83;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;9;0;12
397;687999;0;13;16;12.60;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;9;0;36
398;688016;0;15;16;14.85;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;9;0;53
399;688035;0;13;16;13.05;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;9;1;12
400;688066;0;13;16;12.60;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;9;1;43
401;688100;0;13;16;12.38;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;9;2;17
402;688115;0;12;16;11.70;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;9;2;32
403;688128;0;13;16;12.83;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;9;2;45
404;688144;0;12;16;12.60;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;9;3;1
405;688159;0;15;16;13.72;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;9;3;16
406;688178;0;14;16;13.72;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;9;3;35
407;688238;0;21;16;20.47;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;9;4;35
408;688302;0;20;16;20.25;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;9;5;39
409;688325;0;21;16;21.38;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;9;6;2
410;688375;0;20;16;19.57;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;9;6;52
411;688398;0;20;16;19.80;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;9;7;15
412;688428;0;19;16;18.90;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;9;7;45
413;688509;0;22;16;21.38;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;9;9;6
414;688533;0;21;16;21.15;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;9;9;30
415;688609;0;20;16;20.47;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;9;10;46
416;688632;0;20;16;19.80;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;9;11;9
417;688655;0;20;16;19.57;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;9;11;32
418;688677;0;22;16;21.60;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;9;11;54
419;688702;0;19;16;18.90;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;9;12;19
420;688725;0;21;16;21.38;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;9;12;42
421;690596;0;1046;1;1044;-1;-1;-1;-1;1;1;-1;-1;0;1;-1;-1;Qua;4;Jan;1996;9;43;53
422;690829;344624;667;30;652.20;-1;-1;-1;-1;1;1;-1;-1;12;2;-1;-1;Qua;4;Jan;1996;9;47;46
423;690839;-1;19009;30;5613;-1;-1;-1;-1;0;1;-1;-1;12;2;-1;-1;Qua;4;Jan;1996;9;47;56
424;692056;9;62;8;38.70;-1;-1;-1;-1;1;10;-1;-1;5;2;-1;-1;Qui;5;Jan;1996;10;8;13
425;693250;0;512;1;511.20;-1;-1;-1;-1;1;1;-1;-1;0;1;-1;-1;Qui;5;Jan;1996;10;28;7
426;693283;6;208;8;189.45;-1;-1;-1;-1;1;10;-1;-1;5;2;-1;-1;Qui;5;Jan;1996;10;28;40
427;693335;5;310;8;286.65;-1;-1;-1;-1;1;10;-1;-1;5;2;-1;-1;Qui;5;Jan;1996;10;29;32
428;693443;7;319;8;298.80;-1;-1;-1;-1;1;10;-1;-1;5;2;-1;-1;Qui;5;Jan;1996;10;31;20
429;693785;0;5426;16;5425;-1;-1;-1;-1;1;1;-1;-1;0;1;-1;-1;Qui;5;Jan;1996;10;37;2
430;695896;7;303;8;282.15;-1;-1;-1;-1;1;10;-1;-1;5;2;-1;-1;Qui;5;Jan;1996;11;12;13
431;697971;8;3727;8;2852;-1;-1;-1;-1;1;9;-1;-1;3;2;-1;-1;Qui;5;Jan;1996;11;46;48
432;698074;7;3729;16;3659;-1;-1;-1;-1;1;9;-1;-1;5;2;-1;-1;Qui;5;Jan;1996;11;48;31
433;698094;11;3727;32;3699;-1;-1;-1;-1;1;9;-1;-1;7;2;-1;-1;Qui;5;Jan;1996;11;48;51
434;699214;0;678;1;676.80;-1;-1;-1;-1;1;1;-1;-1;0;1;-1;-1;Qui;5;Jan;1996;12;7;31
435;699232;9;1250;4;562.50;-1;-1;-1;-1;1;8;-1;-1;2;2;-1;-1;Qui;5;Jan;1996;12;7;49
436;699255;41;175;8;157.05;-1;-1;-1;-1;1;8;-1;-1;3;2;-1;-1;Qui;5;Jan;1996;12;8;12
437;699273;27;121;16;103.28;-1;-1;-1;-1;1;8;-1;-1;5;2;-1;-1;Qui;5;Jan;1996;12;8;30
438;699301;128;107;32;94.50;-1;-1;-1;-1;1;8;-1;-1;7;2;-1;-1;Qui;5;Jan;1996;12;8;58
439;699323;2400;112;64;95.23;-1;-1;-1;-1;1;8;-1;-1;9;2;-1;-1;Qui;5;Jan;1996;12;9;20
440;699340;11151;131;128;106.79;-1;-1;-1;-1;1;8;-1;-1;15;2;-1;-1;Qui;5;Jan;1996;12;9;37
441;699362;185641;141;256;129.11;-1;-1;-1;-1;1;8;-1;-1;10;2;-1;-1;Qui;5;Jan;1996;12;9;59
442;702756;7;1633;8;787.50;-1;-1;-1;-1;1;9;-1;-1;3;2;-1;-1;Qui;5;Jan;1996;13;6;33
443;703171;0;111;8;110.70;-1;-1;-1;-1;1;9;-1;-1;0;1;-1;-1;Qui;5;Jan;1996;13;13;28
444;704579;0;130;8;130.05;-1;-1;-1;-1;1;9;-1;-1;0;1;-1;-1;Qui;5;Jan;1996;13;36;56
445;704961;7;300;8;285.30;-1;-1;-1;-1;1;9;-1;-1;3;2;-1;-1;Qui;5;Jan;1996;13;43;18
446;705046;6;212;16;195.30;-1;-1;-1;-1;1;9;-1;-1;5;2;-1;-1;Qui;5;Jan;1996;13;44;43
447;705193;6;224;32;210.94;-1;-1;-1;-1;1;9;-1;-1;7;2;-1;-1;Qui;5;Jan;1996;13;47;10
448;705623;7;2652;32;2605;-1;-1;-1;-1;1;9;-1;-1;7;2;-1;-1;Qui;5;Jan;1996;14;54;20
449;707036;6;293;8;282.15;-1;-1;-1;-1;1;9;-1;-1;3;2;-1;-1;Qui;5;Jan;1996;14;17;53
450;707196;6;163;16;151.88;-1;-1;-1;-1;1;9;-1;-1;5;2;-1;-1;Qui;5;Jan;1996;14;20;33
451;707467;10;110;32;97.76;-1;-1;-1;-1;1;9;-1;-1;7;2;-1;-1;Qui;5;Jan;1996;14;25;4
452;707827;0;563;1;561.60;-1;-1;-1;-1;1;1;-1;-1;0;1;-1;-1;Qui;5;Jan;1996;14;31;4
453;708029;0;60;16;59.62;-1;-1;-1;-1;1;9;-1;-1;0;1;-1;-1;Qui;5;Jan;1996;14;34;26
454;708245;0;279;16;278.77;-1;-1;-1;-1;1;9;-1;-1;0;1;-1;-1;Qui;5;Jan;1996;14;38;2
455;708391;0;1457;16;942.08;-1;-1;-1;-1;0;1;-1;-1;0;1;-1;-1;Qui;5;Jan;1996;14;40;28
456;708424;2059;421;32;388.58;-1;-1;-1;-1;1;9;-1;-1;7;2;-1;-1;Qui;5;Jan;1996;14;41;1
457;708431;-1;1417;32;532.01;-1;-1;-1;-1;0;9;-1;-1;7;2;-1;-1;Qui;5;Jan;1996;14;41;8
458;708701;16;104;8;83.25;-1;-1;-1;-1;1;9;-1;-1;3;2;-1;-1;Qui;5;Jan;1996;14;45;38
459;708805;12;76;16;55.12;-1;-1;-1;-1;1;9;-1;-1;5;2;-1;-1;Qui;5;Jan;1996;14;47;22
460;708946;7;58;32;42.19;-1;-1;-1;-1;1;9;-1;-1;7;2;-1;-1;Qui;5;Jan;1996;14;49;43
461;708946;1548;67;32;45.00;-1;-1;-1;-1;1;9;-1;-1;7;2;-1;-1;Qui;5;Jan;1996;14;49;43
462;710482;-1;10856;128;9894;-1;-1;-1;-1;0;4;-1;-1;25;2;-1;-1;Qui;5;Jan;1996;15;15;19
463;710487;-1;10851;16;9920;-1;-1;-1;-1;0;3;-1;-1;20;2;-1;-1;Qui;5;Jan;1996;15;15;24
464;710496;-1;10842;16;9911;-1;-1;-1;-1;0;3;-1;-1;20;2;-1;-1;Qui;5;Jan;1996;15;15;33
465;710629;-1;10709;64;9776;-1;-1;-1;-1;0;4;-1;-1;22;2;-1;-1;Qui;5;Jan;1996;15;17;46
466;710630;-1;10708;64;9768;-1;-1;-1;-1;0;4;-1;-1;22;2;-1;-1;Qui;5;Jan;1996;15;17;47
467;710885;7;68;16;54.45;-1;-1;-1;-1;1;9;-1;-1;5;2;-1;-1;Qui;5;Jan;1996;15;22;2
468;711010;0;282;32;282.15;-1;-1;-1;-1;1;9;-1;-1;0;1;-1;-1;Qui;5;Jan;1996;15;24;7
469;711392;6;787;32;776.92;-1;-1;-1;-1;1;9;-1;-1;7;2;-1;-1;Qui;5;Jan;1996;15;30;29
470;711559;4;861;8;763.20;-1;-1;-1;-1;1;10;-1;-1;5;2;-1;-1;Qui;5;Jan;1996;15;33;16
471;711709;5;33;8;17.55;-1;-1;-1;-1;1;9;-1;-1;3;2;-1;-1;Qui;5;Jan;1996;15;35;46
472;711719;5;28;16;11.47;-1;-1;-1;-1;1;9;-1;-1;5;2;-1;-1;Qui;5;Jan;1996;15;35;56
473;711731;27;21;32;9.79;-1;-1;-1;-1;1;9;-1;-1;7;2;-1;-1;Qui;5;Jan;1996;15;36;8
474;712321;4;718;8;697.50;-1;-1;-1;-1;1;10;-1;-1;5;2;-1;-1;Qui;5;Jan;1996;15;45;58
475;712586;4;38;8;19.80;-1;-1;-1;-1;1;10;-1;-1;5;2;-1;-1;Qui;5;Jan;1996;15;50;23
476;712630;5;161;4;151.20;-1;-1;-1;-1;1;9;-1;-1;2;2;-1;-1;Qui;5;Jan;1996;15;51;7
477;713399;5;895;32;853.09;-1;-1;-1;-1;1;9;-1;-1;7;2;-1;-1;Qui;5;Jan;1996;16;3;56
478;713828;4;45;8;29.25;-1;-1;-1;-1;1;10;-1;-1;5;2;-1;-1;Qui;5;Jan;1996;16;11;5
479;714372;0;1217;32;1217;-1;-1;-1;-1;1;9;-1;-1;0;1;-1;-1;Qui;5;Jan;1996;16;20;9
480;714413;3;1358;32;1346;-1;-1;-1;-1;1;9;-1;-1;7;2;-1;-1;Qui;5;Jan;1996;16;20;50
481;715475;3;2804;8;2788;-1;-1;-1;-1;1;10;-1;-1;5;2;-1;-1;Qui;5;Jan;1996;16;38;32
